-0.12605226	0.70831263	-0.5392014	-0.53163815	0.514246	0.5370422	0.8235803	-0.70591486	-0.08636182	-0.44542137	1.9801877	-0.8532634	0.27612934	0.5794162	-1.2211503	-0.27426165	-0.11630744	1.3637199	-0.5390835	-1.4637071	0.2633207	0.64509857	-0.13117374	-0.1995353	1.6034461	0.03437572	0.030362358	0.9058868	-0.118864976	1.2731811
-1.3095515	0.6168299	-0.24586317	0.05550113	0.18590961	-1.4596511	-0.72079575	-0.62485	0.0010483548	-0.3198132	0.3387255	-0.18817502	-0.27649003	0.08481878	0.0041642664	0.37774804	0.016644912	-0.16995656	-0.18361166	-0.6654665	-0.5321802	-0.9815923	-0.97608066	-1.2309539	-0.88622284	0.4259095	-0.018371118	-0.3084969	-0.26356027	-0.21396992
0.031401612	-0.43886173	-0.11460539	-0.22262785	-0.48871967	-0.6499912	0.75279605	-0.45882526	-0.0858801	0.16434732	0.9840703	-0.22121923	-0.41015705	0.46690857	-0.36599234	0.23537596	-0.1803659	1.0678849	-0.5588108	-0.5854305	-0.14087984	0.51928747	0.7370136	0.63812566	-0.10641782	-0.2845726	-0.4014981	0.49582443	-0.04431485	0.02870746
-0.27677867	0.3556136	-0.8253814	-0.3147391	-0.030791318	-0.14222783	0.2943176	0.62898535	-0.7777753	-0.10186559	0.61604315	0.096978895	-0.09966927	-0.16068596	-1.1208636	0.103761695	-1.3499156	0.09668638	-0.54395026	-0.4582777	0.80756456	-0.8313528	0.59131724	-0.5261335	0.12232686	0.020175735	0.37019622	0.41195932	0.5411294	-0.03542944
1.768717	-0.8472796	0.5128718	-0.097765446	-0.28318715	-0.48647854	0.027357686	-0.7911042	-0.993898	1.4378266	1.3066492	0.05855399	0.39855725	0.3032805	0.087210566	0.20627467	-0.95558	0.7271698	0.52425987	0.06228217	-0.39944157	0.20009609	-0.8887924	0.104126506	0.5168016	0.27393565	-0.26477614	-0.16801693	-0.2669299	-0.20281588
-0.615407	-0.14985955	0.28102753	-0.08191756	0.7001439	0.13778493	-0.616934	-0.5991092	-0.39298326	-1.0168552	0.91147	0.44381714	-0.41485524	0.3433296	-0.3132685	0.08540398	0.8558177	1.4657787	0.025468351	-0.6939541	0.23771526	0.93793154	-0.43245724	0.71512693	-0.622599	-0.5057215	0.011624768	-0.7121048	-1.6712798	-0.17767441
-1.1664112	-0.629595	0.60418874	0.1744167	-0.04838782	0.6577952	0.55593354	-0.5546397	1.7114949	-0.28292626	0.14066146	0.0980776	-1.078006	0.74697244	0.4137296	-0.5205942	0.4073802	0.1825468	0.2583935	-1.0388782	-0.23323694	0.08968445	0.9100028	0.13646713	-0.37626106	-0.20067747	-0.5450765	-0.6900088	-0.730869	-1.4142084
-0.50305104	0.3554478	-0.27720103	-0.3009119	0.062332436	0.9677901	-0.048459712	-0.8352057	-0.10469343	0.05494602	1.287972	0.039059106	-0.071355954	0.5105514	-1.2093381	-0.43248582	-0.3867399	1.1972587	-0.48489052	-1.6284531	1.004058	0.2061466	0.2240517	1.0295185	0.54355067	0.09571326	0.22916865	0.16520181	-0.9901086	0.93692064
-0.5730912	0.07216107	-0.38930523	-0.8350815	0.34373894	0.93239117	-0.013636007	1.0086503	-0.4592503	0.4802951	-0.7482137	-0.97898734	-0.7851756	-0.75496244	-0.7011069	-0.124592416	-0.04031785	-0.5084326	-0.98343664	-0.532265	-0.57078755	-0.91298807	0.62231624	0.5195444	0.21478528	1.5503999	1.0575672	0.96326494	0.7073472	-0.6479486
-0.20006643	0.16329724	0.050691333	-1.0749335	0.8588775	-0.16569908	-0.6152446	0.061096646	-0.19979422	0.80357474	0.68009126	-0.318327	0.30259886	0.4103127	0.07279008	-0.18312217	0.63405293	0.42069536	0.33434328	0.030603599	0.4322691	0.7111997	0.29398057	0.033304665	-0.4187	0.57198083	0.67687476	-0.29103392	0.027567644	-0.9116178
